Instance Event Instance_Prop 
-1_-1 0_0 0_22 0_3 0_69 10_10 10_22 11_11 11_22 12_12 12_22 13_13 13_16 14_14 15_15 16_16 17_17 17_22 18_18 18_20 18_22 19_19 1_1 20_20 21_21 21_22 22_22 23_23 24_24 24_38 25_25 25_26 25_27 25_38 26_26 27_27 27_38 28_28 28_38 29_29 29_30 29_38 2_2 30_30 30_38 31_31 31_38 32_32 33_33 33_34 33_35 33_38 34_34 35_35 35_38 36_36 36_38 37_37 37_38 38_38 39_39 39_40 39_50 3_3 40_40 41_41 41_42 41_50 42_42 43_43 43_47 43_50 44_44 45_45 46_46 47_47 48_48 48_50 49_49 49_50 4_4 50_50 51_51 52_52 52_56 53_53 53_54 53_55 53_56 54_54 55_55 56_56 57_57 58_58 58_68 58_69 59_59 59_60 5_5 60_60 61_61 62_62 63_63 64_64 64_65 64_66 65_65 65_66 66_66 67_67 68_68 69_69 6_6 7_7 8_22 8_8 8_9 9_22 9_9 
Instance -1_-1 2.093400611609114
Instance 0_0 -15.172047633069697
Instance 0_22 -16.32643156668975
Instance 0_3 -10.087470157789685
Instance 0_69 -22.37159697774601
Instance 10_10 -9.76562902509696
Instance 10_22 -13.962635615800146
Instance 11_11 -9.643615387011222
Instance 11_22 -11.891809270533559
Instance 12_12 -12.725993736711565
Instance 12_22 -13.504285327510182
Instance 13_13 -9.052935305174197
Instance 13_16 -12.701229099799113
Instance 14_14 -7.637994263825541
Instance 15_15 -8.692778818880816
Instance 16_16 -9.697045612667685
Instance 17_17 -9.858761857586794
Instance 17_22 -10.07559897079564
Instance 18_18 -8.75119857152176
Instance 18_20 -13.212296454496384
Instance 18_22 -14.421148815188923
Instance 19_19 -13.641664836383814
Instance 1_1 -7.893081180153707
Instance 20_20 -9.234949048762019
Instance 21_21 -12.77944376883368
Instance 21_22 -12.14404411902517
Instance 22_22 -8.138273354579297
Instance 23_23 -12.853994189063325
Instance 24_24 -8.731114243521358
Instance 24_38 -11.124122298549667
Instance 25_25 -15.860248165648574
Instance 25_26 -11.407917109907691
Instance 25_27 -14.56435975485344
Instance 25_38 -14.927997559531871
Instance 26_26 -7.798267037359693
Instance 27_27 -12.148067632286276
Instance 27_38 -14.55002034205515
Instance 28_28 -11.972417027559393
Instance 28_38 -13.823952429414621
Instance 29_29 -7.699452360522958
Instance 29_30 -12.383766539637964
Instance 29_38 -11.587700150489015
Instance 2_2 -14.272321954893432
Instance 30_30 -11.5911118356063
Instance 30_38 -12.344542761791274
Instance 31_31 -9.2708433179824
Instance 31_38 -8.917407004333878
Instance 32_32 -7.699809325915876
Instance 33_33 -13.977329011347768
Instance 33_34 -12.078190034273383
Instance 33_35 -12.71681914735432
Instance 33_38 -13.077471790325843
Instance 34_34 -9.92070760539897
Instance 35_35 -9.567161180060456
Instance 35_38 -11.972980163123749
Instance 36_36 -10.539049848817825
Instance 36_38 -11.450464606678239
Instance 37_37 -13.870035549523335
Instance 37_38 -15.22650582400818
Instance 38_38 -10.072609443457651
Instance 39_39 -9.13921732736488
Instance 39_40 -9.365589125147384
Instance 39_50 -8.017763894318403
Instance 3_3 -7.0787547043747985
Instance 40_40 -7.0042463232647885
Instance 41_41 -6.573265837438868
Instance 41_42 -12.210392212405683
Instance 41_50 -10.783743200250488
Instance 42_42 -11.198450879907815
Instance 43_43 -7.243972300518362
Instance 43_47 -12.534925981349598
Instance 43_50 -12.773635959254566
Instance 44_44 -13.270140797899716
Instance 45_45 -7.822238287431704
Instance 46_46 -13.092298181054081
Instance 47_47 -8.452503483790315
Instance 48_48 -12.314195239990875
Instance 48_50 -11.829737995492223
Instance 49_49 -8.987333342570034
Instance 49_50 -11.117445747825036
Instance 4_4 -13.644434601762786
Instance 50_50 -6.951636618394586
Instance 51_51 -5.500362895251661
Instance 52_52 -7.986323926877914
Instance 52_56 -7.469276010220616
Instance 53_53 -8.424829144467529
Instance 53_54 -10.118548444878693
Instance 53_55 -11.283476673420708
Instance 53_56 -7.477461271536924
Instance 54_54 -9.415215883751893
Instance 55_55 -10.40164404815998
Instance 56_56 -4.069241454128948
Instance 57_57 -6.243022385206225
Instance 58_58 -6.391228324199201
Instance 58_68 -8.16907808219495
Instance 58_69 -12.418948734546545
Instance 59_59 0.3089740986828966
Instance 59_60 0.174770379646076
Instance 5_5 -6.214716556137593
Instance 60_60 1.5665326941075581
Instance 61_61 -7.273709167695756
Instance 62_62 -2.649146493322672
Instance 63_63 -9.376115188091594
Instance 64_64 -5.999380275964305
Instance 64_65 -5.444409802856275
Instance 64_66 -10.878819101708812
Instance 65_65 -4.518653779229463
Instance 65_66 -10.133730953903651
Instance 66_66 -11.103835113807262
Instance 67_67 -8.483638066701332
Instance 68_68 -0.8788720474819345
Instance 69_69 -10.06921207894834
Instance 6_6 -9.122927758432708
Instance 7_7 -13.393315021785089
Instance 8_22 -14.846082157570217
Instance 8_8 -6.3558869665407975
Instance 8_9 -12.517008551117096
Instance 9_22 -15.269737836267156
Instance 9_9 -11.29844589463225
Event -1_-1 3.6386635961768845
