Unit Stuff Count 
-1_-1 0_0 0_77 0_80 0_84 0_85 100_100 101_101 101_102 102_102 103_103 103_104 104_104 105_105 10_10 11_11 11_33 11_61 12_12 12_13 12_16 13_13 13_16 14_14 14_16 15_15 15_16 16_16 17_17 18_18 18_19 19_19 1_1 1_63 1_75 1_77 20_20 21_21 22_22 23_23 23_30 24_24 25_25 26_26 27_27 28_28 29_29 2_2 2_63 30_30 31_31 32_32 33_33 34_34 34_61 35_35 35_61 36_36 36_61 37_37 38_38 38_61 39_39 39_61 3_3 3_61 40_40 40_61 41_41 41_51 41_61 42_42 43_43 44_44 45_45 46_46 47_47 48_48 49_49 4_4 4_5 4_6 50_50 51_51 52_52 52_61 53_53 53_59 53_61 54_54 55_55 55_58 56_56 57_57 58_58 59_59 5_5 5_6 60_60 60_61 61_61 62_62 63_63 64_64 64_66 65_65 66_66 67_67 67_71 68_68 68_71 69_69 6_6 70_70 71_71 72_72 72_74 73_73 73_74 74_74 75_75 76_76 76_77 77_77 78_78 79_79 7_7 80_80 81_81 82_82 83_83 84_84 85_85 86_86 86_88 86_89 86_90 87_87 88_88 89_89 89_90 8_61 8_8 90_90 91_105 91_91 91_92 92_92 93_93 94_94 95_95 96_96 97_104 97_97 98_98 98_99 99_99 9_61 9_9 
Unit -1_-1 0.7701379054617344
Unit 0_0 -14.710928668587858
Unit 0_77 -32.82736370098946
Unit 0_80 -26.79291451062509
Unit 0_84 -27.806046687880055
Unit 0_85 -26.7028390609283
Unit 100_100 -6.790317896004315
Unit 101_101 2.419912011041589
Unit 101_102 4.179038623287999
Unit 102_102 7.650288961188725
Unit 103_103 -2.2791516024997915
Unit 103_104 -2.0910390010292557
Unit 104_104 -2.13321621446557
Unit 105_105 -7.144191169206914
Unit 10_10 -7.720643014092446
Unit 11_11 -14.009338387203142
Unit 11_33 -19.964037676147086
Unit 11_61 -21.739437338868054
Unit 12_12 -8.061297382825744
Unit 12_13 -12.833253445399677
Unit 12_16 -14.64553214038621
Unit 13_13 -9.457562979736798
Unit 13_16 -15.87669927729362
Unit 14_14 -12.301775822366201
Unit 14_16 -15.90263919514603
Unit 15_15 -7.011827564593894
Unit 15_16 -11.065716092516624
Unit 16_16 -7.762148273103635
Unit 17_17 -13.626846408984235
Unit 18_18 -6.7165047900389006
Unit 18_19 -13.184457966408617
Unit 19_19 -9.348069729658187
Unit 1_1 -4.320907759013817
Unit 1_63 -29.329492221127563
Unit 1_75 -25.890495024039332
Unit 1_77 -27.84243179441153
Unit 20_20 -13.842627288677683
Unit 21_21 -7.168194925352248
Unit 22_22 -13.908730973135967
Unit 23_23 -7.842186040124567
Unit 23_30 -16.08063548210739
Unit 24_24 -13.721682163603013
Unit 25_25 -13.482262672215489
Unit 26_26 -7.567029481841228
Unit 27_27 -11.719447647882399
Unit 28_28 -9.179154332189706
Unit 29_29 -7.585415707415912
Unit 2_2 -11.826703669049348
Unit 2_63 -29.969577844127684
Unit 30_30 -9.378146132417541
Unit 31_31 -12.03814128317036
Unit 32_32 -9.764750619120544
Unit 33_33 -7.601446765320914
Unit 34_34 -11.542211186360477
Unit 34_61 -18.929962185275897
Unit 35_35 -6.204816248104084
Unit 35_61 -15.444464502551021
Unit 36_36 -7.102346379022062
Unit 36_61 -15.576808075465673
Unit 37_37 -12.106143837552613
Unit 38_38 -12.571613395984123
Unit 38_61 -16.35746410981303
Unit 39_39 -7.155014034028532
Unit 39_61 -16.74182960740468
Unit 3_3 -10.680372714266227
Unit 3_61 -21.18823156431579
Unit 40_40 -12.897672543806738
Unit 40_61 -18.637615870026128
Unit 41_41 -9.515585577422275
Unit 41_51 -15.280796782540113
Unit 41_61 -17.004235926976783
Unit 42_42 -9.527751100452125
Unit 43_43 -6.034812779835898
Unit 44_44 -12.659251369302785
Unit 45_45 -6.266693336626359
Unit 46_46 -12.767567252721854
Unit 47_47 -12.263359043893582
Unit 48_48 -6.2813887035161375
Unit 49_49 -9.129060108461116
Unit 4_4 -10.523889678826203
Unit 4_5 -13.046668851168798
Unit 4_6 -14.867248234727294
Unit 50_50 -6.041942895478638
Unit 51_51 -8.288386637289811
Unit 52_52 -9.310081823277077
Unit 52_61 -14.997708029743299
Unit 53_53 -5.398720419737213
Unit 53_59 -15.630502401580392
Unit 53_61 -14.071205522226602
Unit 54_54 -9.87351950087221
Unit 55_55 -7.054472256692975
Unit 55_58 -16.317139689959898
Unit 56_56 -7.232958196163777
Unit 57_57 -8.723281967483244
Unit 58_58 -10.356105122314407
Unit 59_59 -8.798387067512788
Unit 5_5 -10.790423088776828
Unit 5_6 -12.41241486434549
Unit 60_60 -6.711853073117122
Unit 60_61 -8.126373223317257
Unit 61_61 -4.898687445053935
Unit 62_62 -12.464215735571585
Unit 63_63 -13.721938202101262
Unit 64_64 -7.399100649979234
Unit 64_66 -12.899991959604943
Unit 65_65 -7.566202726531991
Unit 66_66 -7.71156418909263
Unit 67_67 -10.698405662847332
Unit 67_71 -14.829514066591962
Unit 68_68 -15.436558074389481
Unit 68_71 -16.527817942930476
Unit 69_69 -6.71108440524868
Unit 6_6 -7.730318824727181
Unit 70_70 -7.538991654660817
Unit 71_71 -7.810223882207137
Unit 72_72 -10.324889187695502
Unit 72_74 -14.007311448236182
Unit 73_73 -7.6619380792108505
Unit 73_74 -11.04290414982078
Unit 74_74 -7.925587007975264
Unit 75_75 -12.156678077808332
Unit 76_76 -11.083739609222212
Unit 76_77 -14.634282301783955
Unit 77_77 -9.249742785836702
Unit 78_78 -6.924513796044168
Unit 79_79 -7.252974119863383
